date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:15:01	10227/10227	---MCZ	200	added ('OK')	text/html	etag:W/%226623beb5-27f3%22	https://html.bslthemes.com/treto/prices.html	html.bslthemes.com/treto/prices.html	(from https://html.bslthemes.com/treto/index.html)
13:15:02	13671/13671	---MCZ	200	added ('OK')	text/html	etag:W/%226623beb5-3567%22	https://html.bslthemes.com/treto/portfolio.html	html.bslthemes.com/treto/portfolio.html	(from https://html.bslthemes.com/treto/index.html)
13:15:03	11221/11221	---MCZ	200	added ('OK')	text/html	etag:W/%226623beb3-2bd5%22	https://html.bslthemes.com/treto/blog.html	html.bslthemes.com/treto/blog.html	(from https://html.bslthemes.com/treto/index.html)
13:15:04	9761/9761	---MCZ	200	added ('OK')	text/html	etag:W/%226623beb4-2621%22	https://html.bslthemes.com/treto/contact.html	html.bslthemes.com/treto/contact.html	(from https://html.bslthemes.com/treto/index.html)
13:15:05	275333/275333	---M--	200	added ('OK')	image/jpeg	etag:%226593470c-43385%22	https://html.bslthemes.com/treto/img/faces/5.jpg	html.bslthemes.com/treto/img/faces/5.jpg	(from https://html.bslthemes.com/treto/index.html)
13:15:06	96654/96654	---M--	200	added ('OK')	image/jpeg	etag:%2265934706-1798e%22	https://html.bslthemes.com/treto/img/certificate.jpg	html.bslthemes.com/treto/img/certificate.jpg	(from https://html.bslthemes.com/treto/index.html)
13:15:07	436210/436210	---M--	200	added ('OK')	image/jpeg	etag:%226593470d-6a7f2%22	https://html.bslthemes.com/treto/img/faces/1.jpg	html.bslthemes.com/treto/img/faces/1.jpg	(from https://html.bslthemes.com/treto/index.html)
13:15:07	10248/10248	---M--	200	added ('OK')	image/jpeg	etag:%226593470e-2808%22	https://html.bslthemes.com/treto/img/faces/clients/1.jpg	html.bslthemes.com/treto/img/faces/clients/1.jpg	(from https://html.bslthemes.com/treto/index.html)
13:15:08	9006/9006	---M--	200	added ('OK')	image/jpeg	etag:%226593470e-232e%22	https://html.bslthemes.com/treto/img/faces/clients/2.jpg	html.bslthemes.com/treto/img/faces/clients/2.jpg	(from https://html.bslthemes.com/treto/index.html)
13:15:10	7584/7584	---M--	200	added ('OK')	image/jpeg	etag:%226593470e-1da0%22	https://html.bslthemes.com/treto/img/faces/clients/4.jpg	html.bslthemes.com/treto/img/faces/clients/4.jpg	(from https://html.bslthemes.com/treto/index.html)
13:15:11	719419/719419	---M--	200	added ('OK')	image/jpeg	etag:%226593470e-afa3b%22	https://html.bslthemes.com/treto/img/faces/clients/3.jpg	html.bslthemes.com/treto/img/faces/clients/3.jpg	(from https://html.bslthemes.com/treto/index.html)
13:15:11	280/280	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2010:15:11%20GMT	https://html.bslthemes.com/treto/tel+5636366060	html.bslthemes.com/treto/tel+5636366060	(from https://html.bslthemes.com/treto/index.html)
13:15:12	280/280	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2010:15:12%20GMT	https://html.bslthemes.com/treto/tel+5663630606	html.bslthemes.com/treto/tel+5663630606	(from https://html.bslthemes.com/treto/index.html)
13:15:14	89501/89501	---MCZ	200	added ('OK')	application/javascript	etag:W/%22659346ee-15d9d%22	https://html.bslthemes.com/treto/js/plugins/jquery.min.js	html.bslthemes.com/treto/js/plugins/jquery.min.js	(from https://html.bslthemes.com/treto/index.html)
13:15:15	24430/24430	---MCZ	200	added ('OK')	application/javascript	etag:W/%22659346ee-5f6e%22	https://html.bslthemes.com/treto/js/plugins/jquery.validate.min.js	html.bslthemes.com/treto/js/plugins/jquery.validate.min.js	(from https://html.bslthemes.com/treto/index.html)
13:15:16	41742/41742	---MCZ	200	added ('OK')	application/javascript	etag:W/%22659346ed-a30e%22	https://html.bslthemes.com/treto/js/plugins/magnific-popup.js	html.bslthemes.com/treto/js/plugins/magnific-popup.js	(from https://html.bslthemes.com/treto/index.html)
13:15:17	794/794	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265a545ae-31a%22	https://html.bslthemes.com/treto/js/plugins/onepage.js	html.bslthemes.com/treto/js/plugins/onepage.js	(from https://html.bslthemes.com/treto/index.html)
13:15:18	143661/143661	---MCZ	200	added ('OK')	application/javascript	etag:W/%22659346ee-2312d%22	https://html.bslthemes.com/treto/js/plugins/swiper.min.js	html.bslthemes.com/treto/js/plugins/swiper.min.js	(from https://html.bslthemes.com/treto/index.html)
13:15:19	35446/35446	---MCZ	200	added ('OK')	application/javascript	etag:W/%22659346ee-8a76%22	https://html.bslthemes.com/treto/js/plugins/isotope.min.js	html.bslthemes.com/treto/js/plugins/isotope.min.js	(from https://html.bslthemes.com/treto/index.html)
13:15:20	2981/2981	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265a54596-ba5%22	https://html.bslthemes.com/treto/js/main.js	html.bslthemes.com/treto/js/main.js	(from https://html.bslthemes.com/treto/index.html)
13:15:21	134294/134294	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22659346f2-20c96%22	https://html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-brands-400.eot	html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-brands-400.eot	(from https://html.bslthemes.com/treto/fonts/font-awesome/css/all.min.css)
13:15:22	134294/134294	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22659346f2-20c96%22	https://html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-brands-400.eot?	html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://html.bslthemes.com/treto/fonts/font-awesome/css/all.min.css)
13:15:22	76736/76736	---M--	200	added ('OK')	application/font-woff2	etag:%22659346f3-12bc0%22	https://html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-brands-400.woff2	html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-brands-400.woff2	(from https://html.bslthemes.com/treto/fonts/font-awesome/css/all.min.css)
13:15:23	89988/89988	---M--	200	added ('OK')	application/font-woff	etag:%22659346f3-15f84%22	https://html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-brands-400.woff	html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-brands-400.woff	(from https://html.bslthemes.com/treto/fonts/font-awesome/css/all.min.css)
13:15:25	133988/133988	---M--	200	added ('OK')	application/octet-stream	etag:%22659346f3-20b64%22	https://html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-brands-400.ttf	html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-brands-400.ttf	(from https://html.bslthemes.com/treto/fonts/font-awesome/css/all.min.css)
13:15:26	747927/747927	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22659346f2-b6997%22	https://html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-brands-400.svg	html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-brands-400.svg	(from https://html.bslthemes.com/treto/fonts/font-awesome/css/all.min.css)
13:15:27	34034/34034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22659346f3-84f2%22	https://html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-regular-400.eot	html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-regular-400.eot	(from https://html.bslthemes.com/treto/fonts/font-awesome/css/all.min.css)
13:15:28	34034/34034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22659346f3-84f2%22	https://html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-regular-400.eot?	html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://html.bslthemes.com/treto/fonts/font-awesome/css/all.min.css)
13:15:28	13224/13224	---M--	200	added ('OK')	application/font-woff2	etag:%22659346f1-33a8%22	https://html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-regular-400.woff2	html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-regular-400.woff2	(from https://html.bslthemes.com/treto/fonts/font-awesome/css/all.min.css)
13:15:29	16276/16276	---M--	200	added ('OK')	application/font-woff	etag:%22659346f2-3f94%22	https://html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-regular-400.woff	html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-regular-400.woff	(from https://html.bslthemes.com/treto/fonts/font-awesome/css/all.min.css)
13:15:30	33736/33736	---M--	200	added ('OK')	application/octet-stream	etag:%22659346f2-83c8%22	https://html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-regular-400.ttf	html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-regular-400.ttf	(from https://html.bslthemes.com/treto/fonts/font-awesome/css/all.min.css)
13:15:32	144714/144714	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22659346f1-2354a%22	https://html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-regular-400.svg	html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-regular-400.svg	(from https://html.bslthemes.com/treto/fonts/font-awesome/css/all.min.css)
13:15:33	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22659346f1-31916%22	https://html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-solid-900.eot	html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-solid-900.eot	(from https://html.bslthemes.com/treto/fonts/font-awesome/css/all.min.css)
13:15:34	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22659346f1-31916%22	https://html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-solid-900.eot?	html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://html.bslthemes.com/treto/fonts/font-awesome/css/all.min.css)
13:15:34	78268/78268	---M--	200	added ('OK')	application/font-woff2	etag:%22659346f2-131bc%22	https://html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-solid-900.woff2	html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-solid-900.woff2	(from https://html.bslthemes.com/treto/fonts/font-awesome/css/all.min.css)
13:15:35	101648/101648	---M--	200	added ('OK')	application/font-woff	etag:%22659346f2-18d10%22	https://html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-solid-900.woff	html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-solid-900.woff	(from https://html.bslthemes.com/treto/fonts/font-awesome/css/all.min.css)
13:15:37	202744/202744	---M--	200	added ('OK')	application/octet-stream	etag:%22659346f1-317f8%22	https://html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-solid-900.ttf	html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-solid-900.ttf	(from https://html.bslthemes.com/treto/fonts/font-awesome/css/all.min.css)
13:15:38	918991/918991	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22659346f2-e05cf%22	https://html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-solid-900.svg	html.bslthemes.com/treto/fonts/font-awesome/webfonts/fa-solid-900.svg	(from https://html.bslthemes.com/treto/fonts/font-awesome/css/all.min.css)
13:15:39	197515/197515	---M--	200	added ('OK')	image/jpeg	etag:%226593470d-3038b%22	https://html.bslthemes.com/treto/img/faces/6.jpg	html.bslthemes.com/treto/img/faces/6.jpg	(from https://html.bslthemes.com/treto/index-2.html)
13:15:39	6895/6895	---M--	200	added ('OK')	image/png	etag:%2265934709-1aef%22	https://html.bslthemes.com/treto/img/signature.png	html.bslthemes.com/treto/img/signature.png	(from https://html.bslthemes.com/treto/index-2.html)
13:15:41	20713/20713	---MCZ	200	added ('OK')	text/html	etag:W/%226623beb6-50e9%22	https://html.bslthemes.com/treto/publication.html	html.bslthemes.com/treto/publication.html	(from https://html.bslthemes.com/treto/prices.html)
13:15:42	10866/10866	---MCZ	200	added ('OK')	text/html	etag:W/%226623beb6-2a72%22	https://html.bslthemes.com/treto/project.html	html.bslthemes.com/treto/project.html	(from https://html.bslthemes.com/treto/portfolio.html)
13:15:42	80136/80136	---M--	200	added ('OK')	image/jpeg	etag:%226593470c-13908%22	https://html.bslthemes.com/treto/img/portfolio/1.jpg	html.bslthemes.com/treto/img/portfolio/1.jpg	(from https://html.bslthemes.com/treto/portfolio.html)
13:15:44	272297/272297	---M--	200	added ('OK')	image/jpeg	etag:%226593470c-427a9%22	https://html.bslthemes.com/treto/img/portfolio/2.jpg	html.bslthemes.com/treto/img/portfolio/2.jpg	(from https://html.bslthemes.com/treto/portfolio.html)
13:15:45	165201/165201	---M--	200	added ('OK')	image/jpeg	etag:%226593470b-28551%22	https://html.bslthemes.com/treto/img/portfolio/3.jpg	html.bslthemes.com/treto/img/portfolio/3.jpg	(from https://html.bslthemes.com/treto/portfolio.html)
13:15:45	81891/81891	---M--	200	added ('OK')	image/jpeg	etag:%226593470b-13fe3%22	https://html.bslthemes.com/treto/img/portfolio/4.jpg	html.bslthemes.com/treto/img/portfolio/4.jpg	(from https://html.bslthemes.com/treto/portfolio.html)
13:15:47	454559/454559	---M--	200	added ('OK')	image/jpeg	etag:%226593470b-6ef9f%22	https://html.bslthemes.com/treto/img/portfolio/5.jpg	html.bslthemes.com/treto/img/portfolio/5.jpg	(from https://html.bslthemes.com/treto/portfolio.html)
13:15:47	97385/97385	---M--	200	added ('OK')	image/jpeg	etag:%226593470b-17c69%22	https://html.bslthemes.com/treto/img/portfolio/6.jpg	html.bslthemes.com/treto/img/portfolio/6.jpg	(from https://html.bslthemes.com/treto/portfolio.html)
13:15:49	449872/449872	---M--	200	added ('OK')	image/png	etag:%226593470a-6dd50%22	https://html.bslthemes.com/treto/img/blog/1.png	html.bslthemes.com/treto/img/blog/1.png	(from https://html.bslthemes.com/treto/blog.html)
13:15:51	987475/987475	---M--	200	added ('OK')	image/png	etag:%226593470a-f1153%22	https://html.bslthemes.com/treto/img/blog/2.png	html.bslthemes.com/treto/img/blog/2.png	(from https://html.bslthemes.com/treto/blog.html)
13:15:51	724157/724157	---M--	200	added ('OK')	image/png	etag:%226593470a-b0cbd%22	https://html.bslthemes.com/treto/img/blog/3.png	html.bslthemes.com/treto/img/blog/3.png	(from https://html.bslthemes.com/treto/blog.html)
